ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Crime_Year,Month,Day,Hour,Day_of_Week,Day_Name,Month_Name,Is_Weekend,Is_Late_Night,Is_Rush_Hour,Season,Time_of_Day,Crime_Severity,District_Crime_Count,Ward_Crime_Count,Primary_Type_Encoded,Time_of_Day_Encoded,Season_Encoded,Day_Name_Encoded,Latitude_Scaled,Longitude_Scaled,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster,Final_Geo_Cluster
13844250,JJ264479,2025-05-14 19:40:00,085XX W HIGGINS RD,0810,THEFT,OVER $500,HOTEL / MOTEL,0,0,1614,16,41,76,06,1118169.0,1938234.0,2025,11/02/2025 03:41:09 PM,41.986989467,-87.840745861,"(41.986989467, -87.840745861)",2025,5,14,19,2,Wednesday,May,0,0,1,Spring,Evening,2,17193,5862,29,1,1,6,1.6221961360229544,-2.924513393898642,0,-1,-1,0
13816846,JJ231414,2025-04-20 01:42:00,039XX W 87TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,0,1,834,8,18,70,26,1151674.0,1846579.0,2025,11/02/2025 03:41:09 PM,41.734882496,-87.719920827,"(41.734882496, -87.719920827)",2025,4,20,1,6,Sunday,April,1,1,0,Spring,Night,1,32658,7858,22,3,1,3,-1.2917448163337557,-0.8769064402293746,1,-1,-1,1
13881441,JJ310710,2025-06-27 03:09:00,006XX W PATTERSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0,0,1925,19,46,6,05,1171045.0,1924647.0,2025,11/02/2025 03:41:09 PM,41.948707142,-87.646666855,"(41.948707142, -87.646666855)",2025,6,27,3,4,Friday,June,0,1,0,Summer,Night,4,26728,8648,3,3,2,0,1.1797155726079918,0.3645195911596484,0,-1,-1,0
13923669,JJ361942,2025-08-04 12:48:00,005XX N HOMAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,0,0,1121,11,27,23,11,1153615.0,1903476.0,2025,08/12/2025 03:49:27 PM,41.890977441,-87.711300919,"(41.890977441, -87.711300919)",2025,8,4,12,0,Monday,August,0,0,0,Summer,Afternoon,2,26708,23560,8,0,2,1,0.5124554042597508,-0.7308259221739157,0,-1,-1,0
13455011,JH256973,2024-05-09 17:14:00,017XX W GARFIELD BLVD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,1,0,715,7,16,67,26,1165713.0,1868088.0,2024,12/21/2024 03:40:46 PM,41.793620033,-87.667877955,"(41.793620033, -87.667877955)",2024,5,9,17,3,Thursday,May,0,0,1,Spring,Afternoon,1,21009,15361,22,0,1,4,-0.6128357253793335,0.0050576947537494,1,-1,-1,1
13962741,JJ409400,2025-09-10 15:45:00,065XX S LOWE AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,0,723,7,6,68,08A,1173163.0,1861518.0,2025,09/18/2025 03:50:54 PM,41.775429728,-87.640753492,"(41.775429728, -87.640753492)",2025,9,10,15,2,Wednesday,September,0,0,0,Fall,Afternoon,4,21009,18645,1,0,0,6,-0.8230856620039398,0.4647326248127547,1,-1,-1,1
13525268,JH341914,2024-07-10 21:40:00,066XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,APARTMENT,0,0,312,3,20,69,08B,1180063.0,1861053.0,2024,05/17/2025 03:40:52 PM,41.77399845,-87.615473296,"(41.77399845, -87.615473296)",2024,7,10,21,2,Wednesday,July,0,0,0,Summer,Evening,3,26103,16470,2,1,2,6,-0.8396288760287605,0.8931529894179352,1,-1,-1,1
13972842,JJ421733,2025-09-20 05:00:00,001XX W 74TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,0,0,731,7,6,69,14,1176454.0,1855919.0,2025,11/02/2025 03:41:09 PM,41.759992083,-87.628857238,"(41.759992083, -87.628857238)",2025,9,20,5,5,Saturday,September,1,0,0,Fall,Night,3,21009,18645,5,3,0,2,-1.0015193871603945,0.6663369745622343,1,-1,-1,1
13398169,JH187810,2024-03-14 09:00:00,073XX S CICERO AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,0,0,833,8,18,65,11,1145666.0,1855429.0,2024,12/21/2024 03:40:46 PM,41.759283913,-87.741709017,"(41.759283913, -87.741709017)",2024,3,14,9,3,Thursday,March,0,0,1,Spring,Morning,2,32658,7858,8,2,1,4,-1.0097046648465036,-1.2461482097113856,0,-1,-1,0
13716100,JJ109768,2025-01-06 05:02:00,004XX E ILLINOIS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,0,0,1834,18,42,8,14,1179424.0,1903712.0,2025,11/02/2025 03:41:09 PM,41.891072508,-87.616510801,"(41.891072508, -87.616510801)",2025,1,6,5,0,Monday,January,0,0,0,Winter,Night,3,26914,17860,5,3,3,1,0.513554222049,0.8755705201056142,0,-1,-1,0
13473978,JH280256,2024-05-25 21:00:00,013XX S CHRISTIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1021,10,24,29,14,1154250.0,1893403.0,2024,05/17/2025 03:40:52 PM,41.863323426,-87.709237862,"(41.863323426, -87.709237862)",2024,5,25,21,5,Saturday,May,1,0,0,Spring,Evening,3,20080,17130,5,1,1,2,0.1928205822397999,-0.6958635495664508,0,-1,-1,0
13494478,JH299665,2024-06-09 22:30:00,078XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,611,6,17,71,08B,1165054.0,1852625.0,2024,05/17/2025 03:40:52 PM,41.751201471,-87.670731314,"(41.751201471, -87.670731314)",2024,6,9,22,6,Sunday,June,1,1,0,Summer,Night,3,28615,15759,2,3,2,3,-1.1031243693688146,-0.0432978284047497,1,-1,-1,1
13910587,JJ346030,2025-07-23 16:50:00,078XX S WESTERN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DEPARTMENT STORE,0,0,835,8,18,70,04A,1161742.0,1852516.0,2025,11/02/2025 03:41:09 PM,41.75097171,-87.682871235,"(41.75097171, -87.682871235)",2025,7,23,16,2,Wednesday,July,0,0,0,Summer,Afternoon,4,32658,7858,1,0,2,6,-1.1057800277367629,-0.2490315727593574,1,-1,-1,1
13727303,JJ123065,2025-01-22 08:00:00,010XX S LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),1,0,1522,15,29,25,14,1141837.0,1895031.0,2025,11/02/2025 03:41:09 PM,41.868029452,-87.754765237,"(41.868029452, -87.754765237)",2025,1,22,8,2,Wednesday,January,0,0,1,Winter,Morning,3,16669,10289,5,2,3,6,0.2472144842801283,-1.467410360240767,0,-1,-1,0
13875945,JJ304207,2025-06-22 10:35:00,038XX W 59TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,0,1,822,8,23,65,08A,1151694.0,1864873.0,2025,11/02/2025 03:41:09 PM,41.785083871,-87.719369213,"(41.785083871, -87.719369213)",2025,6,22,10,6,Sunday,June,1,0,0,Summer,Morning,4,32658,5031,1,2,2,3,-0.7114996850830401,-0.8675583057844337,0,0,-1,0
13672991,JH519515,2024-11-24 04:37:00,061XX S MENARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,812,8,13,64,14,1138786.0,1863358.0,2024,11/02/2025 03:41:09 PM,41.781169624,-87.766733039,"(41.781169624, -87.766733039)",2024,11,24,4,6,Sunday,November,1,0,0,Fall,Night,3,32658,5407,5,3,0,3,-0.7567419272379841,-1.6702272251243937,0,-1,-1,0
13885110,JJ315571,2025-05-05 00:00:00,022XX W ROSCOE ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,0,0,1921,19,32,5,10,1160658.0,1922536.0,2025,07/02/2025 03:41:47 PM,41.943136439,-87.684906186,"(41.943136439, -87.684906186)",2025,5,5,0,0,Monday,May,0,1,0,Spring,Night,2,26728,7452,8,3,1,1,1.1153274299844913,-0.2835176364504526,0,-1,-1,0
13536549,JH355587,2024-07-20 13:00:00,068XX W ARCHER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,811,8,13,56,06,1131812.0,1867312.0,2024,05/17/2025 03:40:52 PM,41.792143401,-87.792210582,"(41.792143401, -87.792210582)",2024,7,20,13,5,Saturday,July,1,0,0,Summer,Afternoon,2,32658,5407,29,0,2,2,-0.6299031568720505,-2.1019920050059566,0,-1,-1,0
13507455,JH320732,2024-06-25 11:27:00,066XX S PEORIA ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,1,0,723,7,16,68,18,1171448.0,1860891.0,2024,05/17/2025 03:40:52 PM,41.773746894,-87.647058812,"(41.773746894, -87.647058812)",2024,6,25,11,1,Tuesday,June,0,0,0,Summer,Morning,3,21009,15361,17,2,2,5,-0.8425364486647308,0.3578771442084599,1,-1,-1,1
14088521,JK122028,2026-01-20 13:30:00,022XX N ELSTON AVE,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING / PROPERTY,0,1,1432,14,32,22,08A,1164009.0,1914796.0,2026,01/28/2026 03:42:17 PM,41.92182721,-87.672808789,"(41.92182721, -87.672808789)",2026,1,20,13,1,Tuesday,January,0,0,0,Winter,Afternoon,4,17945,7452,1,0,3,5,0.8690278738875028,-0.0785045410806063,0,-1,-1,0
13466189,JH270484,2024-05-19 22:03:00,010XX N CICERO AVE,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,0,0,1111,11,37,25,03,1144175.0,1906302.0,2024,05/17/2025 03:40:52 PM,41.898914865,-87.745898649,"(41.898914865, -87.745898649)",2024,5,19,22,6,Sunday,May,1,1,0,Spring,Night,4,26708,13455,26,3,1,3,0.6041989397839358,-1.317149386640487,0,-1,-1,0
13793048,JJ202800,2025-04-01 07:30:00,011XX S LAFLIN ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,0,1231,12,28,28,08A,1166546.0,1895280.0,2025,11/02/2025 03:41:09 PM,41.868219921,-87.664046556,"(41.868219921, -87.664046556)",2025,4,1,7,1,Tuesday,April,0,0,1,Spring,Morning,4,31406,22135,1,2,1,5,0.2494159919062027,0.0699879412013924,0,-1,-1,0
14106811,JK144628,2026-02-09 19:00:00,018XX W 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,0,0,2221,22,19,72,05,1165516.0,1841667.0,2026,02/17/2026 03:45:00 PM,41.721121298,-87.669348109,"(41.721121298, -87.669348109)",2026,2,9,19,0,Monday,February,0,0,1,Winter,Evening,4,15725,5009,3,1,3,1,-1.4508015780195764,-0.0198568238167252,1,-1,-1,1
13356270,JH137668,2024-02-02 03:00:00,013XX S THROOP ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,0,0,1233,12,28,28,26,1167922.0,1893741.0,2024,12/21/2024 03:40:46 PM,41.863967228,-87.659039385,"(41.863967228, -87.659039385)",2024,2,2,3,4,Friday,February,0,1,0,Winter,Night,1,31406,22135,22,3,3,0,0.2002618719652089,0.1548438507624512,0,-1,-1,0
13899737,JJ332973,2025-07-13 22:50:00,002XX N WELLS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,122,1,42,32,08B,1174694.0,1901831.0,2025,11/02/2025 03:41:09 PM,41.886018055,-87.633937881,"(41.886018055, -87.633937881)",2025,7,13,22,6,Sunday,July,1,1,0,Summer,Night,3,28831,17860,2,3,2,3,0.4551330783176713,0.580235944076206,0,-1,-1,0
13697106,JH548922,2024-12-19 15:30:00,024XX N KOSTNER AVE,0460,BATTERY,SIMPLE,SIDEWALK,0,0,2524,25,31,20,08B,1146628.0,1916082.0,2024,11/02/2025 03:41:09 PM,41.925705732,-87.73663888,"(41.925705732, -87.73663888)",2024,12,19,15,3,Thursday,December,0,0,0,Winter,Afternoon,3,24882,6010,2,0,3,4,0.9138571939399766,-1.1602252231119052,0,-1,-1,0
13489114,JH298572,2024-06-09 07:10:00,020XX W ADAMS ST,0580,STALKING,SIMPLE,APARTMENT,0,1,1225,12,27,28,08A,1162865.0,1899085.0,2024,05/17/2025 03:40:52 PM,41.878739138,-87.677453482,"(41.878739138, -87.677453482)",2024,6,9,7,6,Sunday,June,1,0,1,Summer,Morning,3,31406,23560,28,2,2,3,0.3710007980757764,-0.1572175806686165,0,-1,-1,0
13441392,JH239853,2024-04-26 14:00:00,052XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,231,2,3,40,07,1178485.0,1870430.0,2024,12/21/2024 03:40:46 PM,41.799765857,-87.620973089,"(41.799765857, -87.620973089)",2024,4,26,14,4,Friday,April,0,0,0,Spring,Afternoon,3,26221,13140,16,0,1,0,-0.5418001321606203,0.799948675562432,1,-1,-1,1
14011611,JJ468275,2025-10-18 12:00:00,053XX N DELPHIA AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,1614,16,41,76,26,1117974.0,1934627.0,2025,11/02/2025 03:41:09 PM,41.977094517,-87.841539268,"(41.977094517, -87.841539268)",2025,10,18,12,5,Saturday,October,1,0,0,Fall,Afternoon,1,17193,5862,22,0,0,2,1.5078268271848785,-2.937959164501914,0,5,-1,0
13785688,JJ193993,2025-03-25 04:38:00,010XX W BRYN MAWR AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,0,2022,20,48,77,08A,1168062.0,1937365.0,2025,11/02/2025 03:41:09 PM,41.983670812,-87.657262868,"(41.983670812, -87.657262868)",2025,3,25,4,1,Tuesday,March,0,0,0,Spring,Night,4,10690,6775,1,3,1,5,1.5838379554740862,0.1849502653197489,0,0,-1,0
13465265,JH269517,2024-05-19 05:56:00,001XX N LA CROSSE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,1,0,1532,15,28,25,04A,1144016.0,1900750.0,2024,05/17/2025 03:40:52 PM,41.883682517,-87.746622094,"(41.883682517, -87.746622094)",2024,5,19,5,6,Sunday,May,1,0,0,Spring,Night,4,16669,22135,1,3,1,3,0.4281381094875667,-1.329409519855997,0,-1,-1,0
14058963,JJ526506,2025-12-18 10:00:00,010XX W ADDISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,0,0,1924,19,44,6,08A,1168667.0,1924089.0,2025,12/26/2025 03:42:08 PM,41.947227914,-87.655424114,"(41.947227914, -87.655424114)",2025,12,18,10,3,Thursday,December,0,0,0,Winter,Morning,4,26728,8300,1,2,3,4,1.162618135635195,0.2161114026424744,0,-1,-1,0
13722456,JJ117099,2025-01-16 11:07:00,046XX S ELLIS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,0,0,222,2,4,39,08A,1183699.0,1874469.0,2025,11/02/2025 03:41:09 PM,41.810729022,-87.601726053,"(41.810729022, -87.601726053)",2025,1,16,11,3,Thursday,January,0,0,0,Winter,Morning,1,26221,16349,22,2,3,4,-0.4150840190193359,1.1261258215265817,1,-1,-1,1
13757554,JJ160094,2024-09-11 20:30:00,022XX W 71ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0,1,832,8,18,66,08A,1162502.0,1857540.0,2024,05/17/2025 03:40:52 PM,41.764742497,-87.679946378,"(41.764742497, -87.679946378)",2024,9,11,20,2,Wednesday,September,0,0,0,Fall,Evening,1,32658,7858,22,1,0,6,-0.9466124330196908,-0.1994643818104962,1,-1,-1,1
13867932,JJ294319,2025-06-14 12:15:00,014XX E 53RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,234,2,4,41,06,1186585.0,1870408.0,2025,11/02/2025 03:41:09 PM,41.799517442,-87.591269249,"(41.799517442, -87.591269249)",2025,6,14,12,5,Saturday,June,1,0,0,Summer,Afternoon,2,26221,16349,29,0,2,2,-0.5446714000148651,1.303335989607537,1,-1,-1,1
13754788,JJ156785,2025-02-21 07:42:00,069XX S WABASH AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,1,322,3,6,69,08A,1177924.0,1859020.0,2025,05/17/2025 03:40:52 PM,41.768468409,-87.623375911,"(41.768468409, -87.623375911)",2025,2,21,7,4,Friday,February,0,0,1,Winter,Morning,4,26103,18645,1,2,3,0,-0.903547032969021,0.7592283473925614,1,-1,-1,1
13718052,JJ112101,2025-01-11 22:38:00,020XX W RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1223,12,27,28,14,1162674.0,1901221.0,2025,11/02/2025 03:41:09 PM,41.884604507,-87.678094915,"(41.884604507, -87.678094915)",2025,1,11,22,5,Saturday,January,1,1,0,Winter,Night,3,31406,23560,5,3,3,2,0.4387947938625058,-0.1680878666319511,0,-1,-1,0
13530502,JH347689,2024-07-15 09:56:00,027XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,1935,19,43,7,06,1171615.0,1918633.0,2024,05/17/2025 03:40:52 PM,41.932191946,-87.64474923,"(41.932191946, -87.64474923)",2024,7,15,9,0,Monday,July,0,0,1,Summer,Morning,2,26728,5771,29,2,2,1,0.9888271343799276,0.3970173455947,0,-1,-1,0
13639246,JH478676,2024-03-01 00:00:00,047XX N ARTESIAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),0,1,1911,19,40,4,26,1159180.0,1931401.0,2024,12/21/2024 03:40:46 PM,41.967493052,-87.690094007,"(41.967493052, -87.690094007)",2024,3,1,0,4,Friday,March,0,1,0,Spring,Night,1,26728,5839,22,3,1,0,1.3968497210972128,-0.3714349992874948,0,-1,-1,0
13363087,JH144353,2024-02-08 03:12:00,025XX W JACKSON BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,1125,11,27,28,05,1159214.0,1898605.0,2024,12/21/2024 03:40:46 PM,41.877497753,-87.690872439,"(41.877497753, -87.690872439)",2024,2,8,3,3,Thursday,February,0,1,0,Winter,Night,4,26708,23560,3,3,3,4,0.3566524340666681,-0.3846269904121744,0,-1,-1,0
13429444,JH225415,2024-04-14 23:15:00,002XX E GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,231,2,3,40,08B,1178677.0,1868597.0,2024,12/21/2024 03:40:46 PM,41.794731567,-87.620324735,"(41.794731567, -87.620324735)",2024,4,14,23,6,Sunday,April,1,1,0,Spring,Night,3,26221,13140,2,3,1,3,-0.5999882248533548,0.8109362508595501,1,0,-1,1
14084969,JK117564,2026-01-16 09:45:00,105XX S MILLARD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,2211,22,19,74,11,1153874.0,1834514.0,2026,01/24/2026 03:41:56 PM,41.701730633,-87.712179765,"(41.701730633, -87.712179765)",2026,1,16,9,4,Friday,January,0,0,1,Winter,Morning,2,15725,5009,8,2,3,0,-1.674925697288528,-0.7457196169757482,1,-1,-1,1
13688685,JH538392,2024-12-10 20:27:00,055XX W NORTH AVE,0460,BATTERY,SIMPLE,APARTMENT,0,0,2532,25,37,25,08B,1139259.0,1910089.0,2024,11/02/2025 03:41:09 PM,41.90939779,-87.763862831,"(41.90939779, -87.763862831)",2024,12,10,20,1,Tuesday,December,0,0,0,Winter,Evening,3,24882,13455,2,1,3,5,0.7253642702657248,-1.6215861640402638,0,-1,-1,0
13652533,JH494525,2024-11-01 16:08:00,089XX S MORGAN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0,0,2222,22,21,73,08A,1171213.0,1845531.0,2024,11/02/2025 03:41:09 PM,41.731602196,-87.648368546,"(41.731602196, -87.648368546)",2024,11,1,16,4,Friday,November,0,0,0,Fall,Afternoon,1,15725,15160,22,0,0,0,-1.3296596763160125,0.3356812435984665,1,-1,-1,1
13839989,JJ260032,2025-05-18 17:24:00,008XX S INDEPENDENCE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1133,11,24,26,08B,1151229.0,1895983.0,2025,11/02/2025 03:41:09 PM,41.87046297,-87.720260149,"(41.87046297, -87.720260149)",2025,5,18,17,6,Sunday,May,1,0,1,Spring,Afternoon,3,26708,17130,2,0,1,3,0.2753419403768784,-0.882656888325563,0,-1,-1,0
13694766,JH545792,2024-12-17 06:30:00,058XX W WILSON AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,0,0,1622,16,38,15,07,1136668.0,1929992.0,2024,11/02/2025 03:41:09 PM,41.964060566,-87.772903204,"(41.964060566, -87.772903204)",2024,12,17,6,1,Tuesday,December,0,0,0,Winter,Morning,3,17193,4177,16,2,3,5,1.357175841854125,-1.7747922506081584,0,-1,-1,0
13832470,JJ250687,2025-05-11 13:09:00,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,1833,18,42,8,06,1177324.0,1906733.0,2025,11/02/2025 03:41:09 PM,41.899410159,-87.624131266,"(41.899410159, -87.624131266)",2025,5,11,13,6,Sunday,May,1,0,0,Spring,Afternoon,2,26914,17860,29,0,1,3,0.6099237218648206,0.7464274393414321,0,-1,-1,0
13873171,JJ300898,2025-06-19 09:00:00,053XX N PAULINA ST,0810,THEFT,OVER $500,STREET,0,0,2012,20,40,77,06,1164026.0,1935722.0,2025,11/02/2025 03:41:09 PM,41.979248823,-87.672153172,"(41.979248823, -87.672153172)",2025,6,19,9,3,Thursday,June,0,0,1,Summer,Morning,2,10690,5839,29,2,2,4,1.532727052880389,-0.067393880617995,0,-1,-1,0
13598551,JH428883,2024-09-14 17:32:00,046XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,925,9,15,61,06,1171751.0,1874027.0,2024,05/17/2025 03:40:52 PM,41.809786885,-87.645562848,"(41.809786885, -87.645562848)",2024,9,14,17,5,Saturday,September,1,0,1,Fall,Afternoon,2,22009,7912,29,0,0,2,-0.4259735694991501,0.3832290616665496,1,0,-1,1
13839070,JJ259063,2025-05-17 19:30:00,031XX N NEENAH AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,RESIDENCE,0,0,2511,25,36,19,26,1132200.0,1920194.0,2025,05/25/2025 03:42:20 PM,41.937252812,-87.78955956,"(41.937252812, -87.78955956)",2025,5,17,19,5,Saturday,May,1,0,1,Spring,Evening,3,24882,7764,7,1,1,2,1.0473224018184917,-2.0570654620387145,0,-1,-1,0
13948493,JJ392044,2025-08-27 18:40:00,013XX E 53RD ST,0460,BATTERY,SIMPLE,RESTAURANT,0,0,234,2,4,41,08B,1186296.0,1870401.0,2025,11/02/2025 03:41:09 PM,41.799505075,-87.592329293,"(41.799505075, -87.592329293)",2025,8,27,18,2,Wednesday,August,0,0,1,Summer,Evening,3,26221,16349,2,1,2,6,-0.5448143421462367,1.2853715546412423,1,-1,-1,1
13629871,JH467285,2024-10-13 19:53:00,050XX S CHRISTIANA AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,0,0,821,8,14,63,03,1154894.0,1870961.0,2024,05/17/2025 03:40:52 PM,41.801726914,-87.707473992,"(41.801726914, -87.707473992)",2024,10,13,19,6,Sunday,October,1,0,1,Fall,Evening,4,32658,7672,26,1,0,3,-0.519133546308009,-0.6659714621588915,0,-1,-1,0
13893315,JJ323886,2025-07-07 04:40:00,055XX S HYDE PARK BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,235,2,5,41,08B,1188602.0,1868563.0,2025,07/15/2025 03:43:21 PM,41.794406612,-87.583931489,"(41.794406612, -87.583931489)",2025,7,7,4,0,Monday,July,0,0,0,Summer,Night,3,26221,12125,2,3,2,1,-0.6037441689210918,1.4276881035939624,1,0,-1,1
13590415,JH420230,2024-09-07 12:00:00,009XX S CLARK ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,123,1,34,32,07,1175663.0,1896131.0,2024,05/17/2025 03:40:52 PM,41.870355187,-87.630550934,"(41.870355187, -87.630550934)",2024,9,7,12,5,Saturday,September,1,0,0,Fall,Afternoon,3,28831,13927,16,0,0,2,0.2740961465917493,0.6376341172801133,0,-1,0,0
14112357,JK151407,2026-02-11 20:00:00,025XX W CHICAGO AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,0,0,1211,12,36,24,06,1159455.0,1905244.0,2026,02/19/2026 03:42:00 PM,41.895710808,-87.689804744,"(41.895710808, -87.689804744)",2026,2,11,20,2,Wednesday,February,0,0,0,Winter,Evening,4,31406,7764,3,1,3,6,0.5671653231847367,-0.3665328948921644,0,-1,-1,0
13581189,JH408899,2024-08-30 20:13:00,081XX S ESCANABA AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,1,0,422,4,7,46,03,1196910.0,1851607.0,2024,05/17/2025 03:40:52 PM,41.747675492,-87.554030354,"(41.747675492, -87.554030354)",2024,8,30,20,4,Friday,August,0,0,0,Summer,Evening,4,26927,14294,26,1,2,0,-1.143878873556076,1.9344189516777888,1,-1,1,1
13406745,JH197021,2024-03-22 05:02:00,008XX E 67TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,321,3,20,42,14,1182913.0,1860767.0,2024,12/21/2024 03:40:46 PM,41.773147883,-87.605034743,"(41.773147883, -87.605034743)",2024,3,22,5,4,Friday,March,0,0,0,Spring,Night,3,26103,16470,5,3,1,0,-0.8494600282741487,1.0700538600524467,1,-1,-1,1
13909575,JJ344279,2025-07-21 18:40:00,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,1834,18,42,8,06,1177327.0,1904307.0,2025,11/02/2025 03:41:09 PM,41.892753031,-87.624193896,"(41.892753031, -87.624193896)",2025,7,21,18,0,Monday,July,0,0,1,Summer,Evening,2,26914,17860,29,1,2,1,0.532978297359753,0.7453660564538125,0,-1,-1,0
13535086,JH353706,2024-07-18 22:00:00,0000X E 8TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,0,1,123,1,4,32,26,1176533.0,1896669.0,2024,05/17/2025 03:40:52 PM,41.871811902,-87.627340674,"(41.871811902, -87.627340674)",2024,7,18,22,3,Thursday,July,0,1,0,Summer,Night,1,28831,16349,22,3,2,4,0.2909333704002145,0.6920379976803632,1,-1,-1,1
13645919,JH486452,2024-10-28 18:00:00,002XX E 107TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,513,5,9,49,08B,1179643.0,1834065.0,2024,05/17/2025 03:40:52 PM,41.699949756,-87.617835412,"(41.699949756, -87.617835412)",2024,10,28,18,0,Monday,October,0,0,1,Fall,Evening,3,19576,14943,2,1,0,1,-1.6955096993921197,0.8531225008109621,1,-1,-1,1
13822915,JJ238966,2025-05-01 14:00:00,032XX W FRANKLIN BLVD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SCHOOL - PUBLIC BUILDING,0,1,1123,11,28,23,26,1154714.0,1903150.0,2025,11/02/2025 03:41:09 PM,41.890060933,-87.707273553,"(41.890060933, -87.707273553)",2025,5,1,14,3,Thursday,May,0,0,0,Spring,Afternoon,1,26708,22135,22,0,1,4,0.5018620827670627,-0.6625746471395058,0,-1,-1,0
